variant,query_id,query_type,top_k,rerank,retriever,retrieval_cost,rerank_cost,generation_cost,total_cost,cost_usd,retrieval_latency_ms,rerank_latency_ms,generation_latency_ms,total_latency_ms,latency_ms,recall_at_k,mrr,ndcg_at_k,context_precision,context_recall,faithfulness,answer_term_coverage,hallucination_risk
lexical_k3,q011,fact_lookup,3.0,false,lexical,1.08e-06,0.0,1.864e-05,1.972e-05,1.972e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
lexical_k3,q012,policy_reasoning,3.0,false,lexical,1.08e-06,0.0,1.92e-05,2.028e-05,2.028e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
lexical_k3,q013,compliance,3.0,false,lexical,1.08e-06,0.0,1.904e-05,2.012e-05,2.012e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.975609756097561,0.75,0.1033536585365854
lexical_k3,q014,fact_lookup,3.0,false,lexical,1.08e-06,0.0,2.048e-05,2.156e-05,2.156e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.9761904761904762,1.0,0.015476190476190532
lexical_k3,q015,multi_hop,3.0,false,lexical,1.08e-06,0.0,1.952e-05,2.06e-05,2.06e-05,178.1,0.0,180.0,358.1,358.1,0.5,1.0,0.6131471927654584,0.3333333333333333,0.5,0.96875,0.8,0.09031250000000002
lexical_k3,q016,compliance,3.0,false,lexical,1.08e-06,0.0,1.944e-05,2.052e-05,2.052e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.975609756097561,1.0,0.01585365853658538
lexical_k3,q017,vendor_risk,3.0,false,lexical,1.08e-06,0.0,1.952e-05,2.06e-05,2.06e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.9743589743589743,1.0,0.01666666666666672
lexical_k3,q018,compliance,3.0,false,lexical,1.08e-06,0.0,1.768e-05,1.876e-05,1.876e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
lexical_k3,q019,policy_reasoning,3.0,false,lexical,1.08e-06,0.0,1.968e-05,2.076e-05,2.076e-05,178.1,0.0,180.0,358.1,358.1,0.0,0.0,0.0,0.0,0.0,0.9743589743589743,0.8,0.08666666666666667
lexical_k3,q020,cost_latency,3.0,false,lexical,1.08e-06,0.0,1.944e-05,2.052e-05,2.052e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.9772727272727273,1.0,0.01477272727272727
lexical_k3,q021,cost_latency,3.0,false,lexical,1.08e-06,0.0,1.928e-05,2.036e-05,2.036e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
lexical_k3,q022,cost_latency,3.0,false,lexical,1.08e-06,0.0,1.92e-05,2.028e-05,2.028e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.9772727272727273,1.0,0.01477272727272727
lexical_k3,q023,policy_reasoning,3.0,false,lexical,1.08e-06,0.0,1.936e-05,2.044e-05,2.044e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.6666666666666666,1.0,0.9787234042553191,1.0,0.013829787234042601
lexical_k3,q024,compliance,3.0,false,lexical,1.08e-06,0.0,1.752e-05,1.86e-05,1.86e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
lexical_k3,q025,fact_lookup,3.0,false,lexical,1.08e-06,0.0,1.88e-05,1.988e-05,1.988e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
lexical_k3,q026,vendor_risk,3.0,false,lexical,1.08e-06,0.0,2.08e-05,2.188e-05,2.188e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.9736842105263158,1.0,0.017105263157894735
lexical_k3,q027,vendor_risk,3.0,false,lexical,1.08e-06,0.0,1.896e-05,2.004e-05,2.004e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.9736842105263158,1.0,0.017105263157894735
lexical_k3,q028,policy_reasoning,3.0,false,lexical,1.08e-06,0.0,1.936e-05,2.044e-05,2.044e-05,178.1,0.0,180.0,358.1,358.1,1.0,0.5,0.6309297535714575,0.3333333333333333,1.0,1.0,1.0,0.0
lexical_k3,q029,policy_reasoning,3.0,false,lexical,1.08e-06,0.0,1.928e-05,2.036e-05,2.036e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
lexical_k3,q030,ambiguous,3.0,false,lexical,1.08e-06,0.0,1.744e-05,1.852e-05,1.852e-05,178.1,0.0,180.0,358.1,358.1,0.5,0.5,0.38685280723454163,0.3333333333333333,0.5,1.0,0.6,0.14
lexical_k3,q031,cloud_operations,3.0,false,lexical,1.08e-06,0.0,1.904e-05,2.012e-05,2.012e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.9696969696969697,1.0,0.019696969696969657
lexical_k3,q032,cloud_operations,3.0,false,lexical,1.08e-06,0.0,1.896e-05,2.004e-05,2.004e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.9761904761904762,0.8,0.08547619047619048
lexical_k3,q033,cost_latency,3.0,false,lexical,1.08e-06,0.0,1.904e-05,2.012e-05,2.012e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.9743589743589743,1.0,0.01666666666666672
lexical_k3,q034,compliance,3.0,false,lexical,1.08e-06,0.0,1.92e-05,2.028e-05,2.028e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.9777777777777777,1.0,0.014444444444444482
lexical_k3,q035,policy_reasoning,3.0,false,lexical,1.08e-06,0.0,1.96e-05,2.068e-05,2.068e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.9736842105263158,1.0,0.017105263157894735
lexical_k3,q036,policy_reasoning,3.0,false,lexical,1.08e-06,0.0,1.896e-05,2.004e-05,2.004e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.9777777777777777,1.0,0.014444444444444482
lexical_k3,q037,fact_lookup,3.0,false,lexical,1.08e-06,0.0,2.04e-05,2.148e-05,2.148e-05,178.1,0.0,180.0,358.1,358.1,0.0,0.0,0.0,0.0,0.0,0.9767441860465116,0.8,0.08511627906976749
lexical_k3,q038,compliance,3.0,false,lexical,1.08e-06,0.0,1.784e-05,1.892e-05,1.892e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
lexical_k3,q039,multi_hop,3.0,false,lexical,1.08e-06,0.0,1.96e-05,2.068e-05,2.068e-05,178.1,0.0,180.0,358.1,358.1,0.3333333333333333,0.3333333333333333,0.23463936301137822,0.3333333333333333,0.3333333333333333,0.975609756097561,0.6,0.1558536585365854
lexical_k3,q040,multi_hop,3.0,false,lexical,1.08e-06,0.0,1.912e-05,2.02e-05,2.02e-05,178.1,0.0,180.0,358.1,358.1,0.6666666666666666,1.0,0.7039180890341347,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0
lexical_k3,q041,stale_context,3.0,false,lexical,1.08e-06,0.0,1.952e-05,2.06e-05,2.06e-05,178.1,0.0,180.0,358.1,358.1,0.5,1.0,0.6131471927654584,0.3333333333333333,0.5,1.0,1.0,0.0
lexical_k3,q042,ambiguous,3.0,false,lexical,1.08e-06,0.0,1.84e-05,1.948e-05,1.948e-05,178.1,0.0,180.0,358.1,358.1,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.14
lexical_k3,q043,ambiguous,3.0,false,lexical,1.08e-06,0.0,1.784e-05,1.892e-05,1.892e-05,178.1,0.0,180.0,358.1,358.1,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,1.0,0.8,0.07000000000000006
lexical_k3,q044,cost_latency,3.0,false,lexical,1.08e-06,0.0,1.96e-05,2.068e-05,2.068e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.9736842105263158,1.0,0.017105263157894735
lexical_k3,q045,multi_hop,3.0,false,lexical,1.08e-06,0.0,1.84e-05,1.948e-05,1.948e-05,178.1,0.0,180.0,358.1,358.1,0.5,1.0,0.6131471927654584,0.3333333333333333,0.5,1.0,0.8,0.07000000000000006
lexical_k3,q046,vendor_risk,3.0,false,lexical,1.08e-06,0.0,2.04e-05,2.148e-05,2.148e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.9743589743589743,1.0,0.01666666666666672
lexical_k3,q047,cloud_operations,3.0,false,lexical,1.08e-06,0.0,1.912e-05,2.02e-05,2.02e-05,178.1,0.0,180.0,358.1,358.1,1.0,0.5,0.6309297535714575,0.3333333333333333,1.0,0.9761904761904762,1.0,0.015476190476190532
lexical_k3,q048,fact_lookup,3.0,false,lexical,1.08e-06,0.0,1.912e-05,2.02e-05,2.02e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.75,0.08750000000000002
lexical_k3,q049,policy_reasoning,3.0,false,lexical,1.08e-06,0.0,1.776e-05,1.884e-05,1.884e-05,178.1,0.0,180.0,358.1,358.1,0.5,0.5,0.38685280723454163,0.3333333333333333,0.5,1.0,0.8,0.07000000000000006
lexical_k3,q050,compliance,3.0,false,lexical,1.08e-06,0.0,1.936e-05,2.044e-05,2.044e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.8,0.07000000000000006
lexical_k3,q051,stale_context,3.0,false,lexical,1.08e-06,0.0,1.84e-05,1.948e-05,1.948e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
lexical_k3,q052,fact_lookup,3.0,false,lexical,1.08e-06,0.0,1.944e-05,2.052e-05,2.052e-05,178.1,0.0,180.0,358.1,358.1,1.0,0.5,0.6309297535714575,0.3333333333333333,1.0,1.0,1.0,0.0
lexical_k3,q053,cost_latency,3.0,false,lexical,1.08e-06,0.0,1.912e-05,2.02e-05,2.02e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
lexical_k3,q054,compliance,3.0,false,lexical,1.08e-06,0.0,1.832e-05,1.94e-05,1.94e-05,178.1,0.0,180.0,358.1,358.1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0
lexical_k3,q055,policy_reasoning,3.0,false,lexical,1.08e-06,0.0,1.752e-05,1.86e-05,1.86e-05,178.1,0.0,180.0,358.1,358.1,0.5,1.0,0.6131471927654584,0.3333333333333333,0.5,1.0,0.8,0.07000000000000006
lexical_k3,q056,multi_hop,3.0,false,lexical,1.08e-06,0.0,1.8e-05,1.908e-05,1.908e-05,178.1,0.0,180.0,358.1,358.1,0.3333333333333333,0.5,0.2960819109658652,0.3333333333333333,0.3333333333333333,1.0,0.6,0.14
lexical_k5,q001,fact_lookup,5.0,false,lexical,1.08e-06,0.0,2.328e-05,2.436e-05,2.436e-05,187.1,0.0,180.0,367.1,367.1,0.5,1.0,0.6131471927654584,0.2,0.5,0.9743589743589743,0.8,0.08666666666666667
lexical_k5,q002,fact_lookup,5.0,false,lexical,1.08e-06,0.0,2.272e-05,2.38e-05,2.38e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8333333333333334,0.05833333333333335
lexical_k5,q003,stale_context,5.0,false,lexical,1.08e-06,0.0,2.24e-05,2.348e-05,2.348e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.4,1.0,1.0,0.8,0.07000000000000006
lexical_k5,q004,fact_lookup,5.0,false,lexical,1.08e-06,0.0,2.296e-05,2.404e-05,2.404e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
lexical_k5,q005,fact_lookup,5.0,false,lexical,1.08e-06,0.0,2.088e-05,2.196e-05,2.196e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9777777777777777,1.0,0.014444444444444482
lexical_k5,q006,compliance,5.0,false,lexical,1.08e-06,0.0,2.264e-05,2.372e-05,2.372e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
lexical_k5,q007,fact_lookup,5.0,false,lexical,1.08e-06,0.0,2.192e-05,2.3e-05,2.3e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
lexical_k5,q008,policy_reasoning,5.0,false,lexical,1.08e-06,0.0,2.176e-05,2.284e-05,2.284e-05,187.1,0.0,180.0,367.1,367.1,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.29166666666666663
lexical_k5,q009,cost_latency,5.0,false,lexical,1.08e-06,0.0,2.248e-05,2.356e-05,2.356e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,0.9197207891481876,0.4,1.0,0.9736842105263158,1.0,0.017105263157894735
lexical_k5,q010,compliance,5.0,false,lexical,1.08e-06,0.0,2.208e-05,2.316e-05,2.316e-05,187.1,0.0,180.0,367.1,367.1,1.0,0.5,0.6309297535714575,0.2,1.0,0.9782608695652174,1.0,0.01413043478260867
lexical_k5,q011,fact_lookup,5.0,false,lexical,1.08e-06,0.0,2.096e-05,2.204e-05,2.204e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
lexical_k5,q012,policy_reasoning,5.0,false,lexical,1.08e-06,0.0,2.088e-05,2.196e-05,2.196e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
lexical_k5,q013,compliance,5.0,false,lexical,1.08e-06,0.0,2.112e-05,2.22e-05,2.22e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.975609756097561,0.75,0.1033536585365854
lexical_k5,q014,fact_lookup,5.0,false,lexical,1.08e-06,0.0,2.432e-05,2.54e-05,2.54e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9761904761904762,1.0,0.015476190476190532
lexical_k5,q015,multi_hop,5.0,false,lexical,1.08e-06,0.0,2.336e-05,2.444e-05,2.444e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,0.8503449055347546,0.4,1.0,0.96875,0.8,0.09031250000000002
lexical_k5,q016,compliance,5.0,false,lexical,1.08e-06,0.0,2.184e-05,2.292e-05,2.292e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.975609756097561,1.0,0.01585365853658538
lexical_k5,q017,vendor_risk,5.0,false,lexical,1.08e-06,0.0,2.224e-05,2.332e-05,2.332e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9743589743589743,1.0,0.01666666666666672
lexical_k5,q018,compliance,5.0,false,lexical,1.08e-06,0.0,2.032e-05,2.14e-05,2.14e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
lexical_k5,q019,policy_reasoning,5.0,false,lexical,1.08e-06,0.0,2.352e-05,2.46e-05,2.46e-05,187.1,0.0,180.0,367.1,367.1,0.0,0.0,0.0,0.0,0.0,0.9743589743589743,0.8,0.08666666666666667
lexical_k5,q020,cost_latency,5.0,false,lexical,1.08e-06,0.0,2.248e-05,2.356e-05,2.356e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9772727272727273,1.0,0.01477272727272727
lexical_k5,q021,cost_latency,5.0,false,lexical,1.08e-06,0.0,2.16e-05,2.268e-05,2.268e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
lexical_k5,q022,cost_latency,5.0,false,lexical,1.08e-06,0.0,2.072e-05,2.18e-05,2.18e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9772727272727273,1.0,0.01477272727272727
lexical_k5,q023,policy_reasoning,5.0,false,lexical,1.08e-06,0.0,2.176e-05,2.284e-05,2.284e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.4,1.0,0.9787234042553191,1.0,0.013829787234042601
lexical_k5,q024,compliance,5.0,false,lexical,1.08e-06,0.0,2.064e-05,2.172e-05,2.172e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
lexical_k5,q025,fact_lookup,5.0,false,lexical,1.08e-06,0.0,2.064e-05,2.172e-05,2.172e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
lexical_k5,q026,vendor_risk,5.0,false,lexical,1.08e-06,0.0,2.192e-05,2.3e-05,2.3e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9736842105263158,1.0,0.017105263157894735
lexical_k5,q027,vendor_risk,5.0,false,lexical,1.08e-06,0.0,2.28e-05,2.388e-05,2.388e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9736842105263158,1.0,0.017105263157894735
lexical_k5,q028,policy_reasoning,5.0,false,lexical,1.08e-06,0.0,2.24e-05,2.348e-05,2.348e-05,187.1,0.0,180.0,367.1,367.1,1.0,0.5,0.6309297535714575,0.2,1.0,1.0,1.0,0.0
lexical_k5,q029,policy_reasoning,5.0,false,lexical,1.08e-06,0.0,2.176e-05,2.284e-05,2.284e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
lexical_k5,q030,ambiguous,5.0,false,lexical,1.08e-06,0.0,2.032e-05,2.14e-05,2.14e-05,187.1,0.0,180.0,367.1,367.1,0.5,0.5,0.38685280723454163,0.2,0.5,1.0,0.6,0.14
lexical_k5,q031,cloud_operations,5.0,false,lexical,1.08e-06,0.0,2.288e-05,2.396e-05,2.396e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9696969696969697,1.0,0.019696969696969657
lexical_k5,q032,cloud_operations,5.0,false,lexical,1.08e-06,0.0,2.128e-05,2.236e-05,2.236e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9761904761904762,0.8,0.08547619047619048
lexical_k5,q033,cost_latency,5.0,false,lexical,1.08e-06,0.0,2.2e-05,2.308e-05,2.308e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9743589743589743,1.0,0.01666666666666672
lexical_k5,q034,compliance,5.0,false,lexical,1.08e-06,0.0,2.304e-05,2.412e-05,2.412e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9777777777777777,1.0,0.014444444444444482
lexical_k5,q035,policy_reasoning,5.0,false,lexical,1.08e-06,0.0,2.208e-05,2.316e-05,2.316e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9736842105263158,1.0,0.017105263157894735
lexical_k5,q036,policy_reasoning,5.0,false,lexical,1.08e-06,0.0,2.16e-05,2.268e-05,2.268e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9777777777777777,1.0,0.014444444444444482
lexical_k5,q037,fact_lookup,5.0,false,lexical,1.08e-06,0.0,2.288e-05,2.396e-05,2.396e-05,187.1,0.0,180.0,367.1,367.1,0.0,0.0,0.0,0.0,0.0,0.9767441860465116,0.8,0.08511627906976749
lexical_k5,q038,compliance,5.0,false,lexical,1.08e-06,0.0,2.168e-05,2.276e-05,2.276e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
lexical_k5,q039,multi_hop,5.0,false,lexical,1.08e-06,0.0,2.232e-05,2.34e-05,2.34e-05,187.1,0.0,180.0,367.1,367.1,0.6666666666666666,0.3333333333333333,0.4367467095119258,0.4,0.6666666666666666,0.975609756097561,0.6,0.1558536585365854
lexical_k5,q040,multi_hop,5.0,false,lexical,1.08e-06,0.0,2.152e-05,2.26e-05,2.26e-05,187.1,0.0,180.0,367.1,367.1,0.6666666666666666,1.0,0.7039180890341347,0.4,0.6666666666666666,1.0,1.0,0.0
lexical_k5,q041,stale_context,5.0,false,lexical,1.08e-06,0.0,2.224e-05,2.332e-05,2.332e-05,187.1,0.0,180.0,367.1,367.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,1.0,0.0
lexical_k5,q042,ambiguous,5.0,false,lexical,1.08e-06,0.0,2.224e-05,2.332e-05,2.332e-05,187.1,0.0,180.0,367.1,367.1,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.14
lexical_k5,q043,ambiguous,5.0,false,lexical,1.08e-06,0.0,2.024e-05,2.132e-05,2.132e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,0.8529278650606567,0.6,1.0,1.0,0.8,0.07000000000000006
lexical_k5,q044,cost_latency,5.0,false,lexical,1.08e-06,0.0,2.24e-05,2.348e-05,2.348e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9736842105263158,1.0,0.017105263157894735
lexical_k5,q045,multi_hop,5.0,false,lexical,1.08e-06,0.0,2.224e-05,2.332e-05,2.332e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,0.8772153153380493,0.4,1.0,1.0,0.8,0.07000000000000006
lexical_k5,q046,vendor_risk,5.0,false,lexical,1.08e-06,0.0,2.336e-05,2.444e-05,2.444e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,0.9743589743589743,1.0,0.01666666666666672
lexical_k5,q047,cloud_operations,5.0,false,lexical,1.08e-06,0.0,2.296e-05,2.404e-05,2.404e-05,187.1,0.0,180.0,367.1,367.1,1.0,0.5,0.6309297535714575,0.2,1.0,0.9761904761904762,1.0,0.015476190476190532
lexical_k5,q048,fact_lookup,5.0,false,lexical,1.08e-06,0.0,2.296e-05,2.404e-05,2.404e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,0.75,0.08750000000000002
lexical_k5,q049,policy_reasoning,5.0,false,lexical,1.08e-06,0.0,2.048e-05,2.156e-05,2.156e-05,187.1,0.0,180.0,367.1,367.1,1.0,0.5,0.6509209298071326,0.4,1.0,1.0,0.8,0.07000000000000006
lexical_k5,q050,compliance,5.0,false,lexical,1.08e-06,0.0,2.184e-05,2.292e-05,2.292e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006
lexical_k5,q051,stale_context,5.0,false,lexical,1.08e-06,0.0,2.088e-05,2.196e-05,2.196e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
lexical_k5,q052,fact_lookup,5.0,false,lexical,1.08e-06,0.0,2.096e-05,2.204e-05,2.204e-05,187.1,0.0,180.0,367.1,367.1,1.0,0.5,0.6309297535714575,0.2,1.0,1.0,1.0,0.0
lexical_k5,q053,cost_latency,5.0,false,lexical,1.08e-06,0.0,2.192e-05,2.3e-05,2.3e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
lexical_k5,q054,compliance,5.0,false,lexical,1.08e-06,0.0,2.216e-05,2.324e-05,2.324e-05,187.1,0.0,180.0,367.1,367.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
lexical_k5,q055,policy_reasoning,5.0,false,lexical,1.08e-06,0.0,2.016e-05,2.124e-05,2.124e-05,187.1,0.0,180.0,367.1,367.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,0.8,0.07000000000000006
lexical_k5,q056,multi_hop,5.0,false,lexical,1.08e-06,0.0,2.184e-05,2.292e-05,2.292e-05,187.1,0.0,180.0,367.1,367.1,0.3333333333333333,0.5,0.2960819109658652,0.2,0.3333333333333333,1.0,0.6,0.14
lexical_k5_rerank,q001,fact_lookup,5.0,true,lexical,1.08e-06,2e-05,2.448e-05,4.556e-05,4.556e-05,187.1,90.0,180.0,457.1,457.1,1.0,0.5,0.6509209298071326,0.4,1.0,0.9787234042553191,0.6,0.15382978723404261
